anchor,mse
13142,249.4867401123047
13143,266.7777404785156
13144,274.79913330078125
13145,270.9261169433594
13146,305.1285400390625
13147,291.5281066894531
13148,303.0642395019531
13149,305.1852722167969
13150,291.4515686035156
13151,228.7248077392578
13152,232.6386260986328
13153,216.03697204589844
13154,220.05088806152344
13155,214.8859100341797
13156,179.2147216796875
13157,181.91148376464844
13158,181.9458465576172
13159,193.87001037597656
13160,177.1765899658203
13161,164.65492248535156
13162,171.9239501953125
13163,182.2378387451172
13164,195.5808563232422
13165,231.20167541503906
13166,237.1744384765625
13167,244.172119140625
13168,242.3260040283203
13169,255.5860137939453
13170,318.7591247558594
13171,238.989990234375
13172,236.5626983642578
13173,221.5883026123047
13174,210.0899200439453
13175,202.55873107910156
13176,202.41819763183594
13177,220.53868103027344
13178,218.7483367919922
13179,212.0929412841797
13180,212.7953643798828
13181,205.81797790527344
13182,242.93373107910156
13183,233.8332977294922
13184,222.15625
13185,224.8568878173828
13186,216.3150177001953
13187,229.6283721923828
13188,221.7011260986328
13189,228.8651123046875
13190,220.8601531982422
13191,218.3746337890625
13192,204.6464080810547
13193,222.6616973876953
13194,235.96910095214844
13195,206.84228515625
13196,204.0029754638672
13197,208.90101623535156
13198,207.945556640625
13199,207.5230255126953
13200,199.1110382080078
13201,210.0789337158203
13202,209.6091766357422
13203,246.80271911621094
13204,289.9725646972656
13205,286.3165283203125
13206,284.8726501464844
13207,293.8879699707031
13208,301.7457580566406
13209,290.7458190917969
13210,294.76556396484375
13211,307.5571594238281
13212,306.32965087890625
13213,244.0706329345703
13214,208.3702850341797
13215,221.59678649902344
13216,207.63023376464844
13217,214.5972442626953
13218,231.2926025390625
13219,220.4305877685547
13220,210.81614685058594
13221,296.34307861328125
13222,384.1073913574219
13223,462.1656494140625
13224,426.471923828125
13225,479.6770324707031
13226,481.6051330566406
13227,501.5908203125
13228,579.5308837890625
13229,579.6859741210938
13230,571.780029296875
13231,600.0745239257812
13232,576.1292114257812
13233,516.4842529296875
13234,489.7596130371094
13235,471.2585754394531
13236,443.0401916503906
13237,408.8349609375
13238,427.4125671386719
13239,437.7123718261719
13240,417.695556640625
13241,403.7263488769531
13242,426.8664855957031
13243,432.3446350097656
13244,464.065185546875
13245,531.7417602539062
13246,625.267578125
13247,630.3302001953125
13248,599.878173828125
13249,676.2473754882812
13250,625.5409545898438
13251,547.3795166015625
13252,571.8043212890625
13253,573.8577270507812
13254,543.3427124023438
13255,517.599365234375
13256,551.61474609375
13257,592.8173828125
13258,588.9314575195312
13259,591.1808471679688
13260,699.3450317382812
13261,691.21923828125
13262,696.4133911132812
13263,693.1200561523438
13264,669.8026733398438
13265,678.3939208984375
13266,647.0208740234375
13267,657.6904907226562
13268,775.50830078125
13269,599.8054809570312
13270,546.7909545898438
13271,544.4483032226562
13272,615.9393920898438
13273,635.15625
13274,597.412841796875
13275,654.7160034179688
13276,611.5725708007812
13277,680.1027221679688
13278,585.1079711914062
13279,561.4754028320312
13280,580.7661743164062
13281,763.2227172851562
13282,1036.82958984375
13283,1564.0941162109375
13284,1635.0933837890625
13285,1690.1123046875
13286,1664.6483154296875
13287,1730.69091796875
13288,1645.2259521484375
13289,1609.7327880859375
13290,1833.7823486328125
13291,2099.025146484375
13292,1902.30029296875
13293,1712.29638671875
13294,1636.5609130859375
13295,1769.47119140625
13296,1908.9989013671875
13297,1777.47705078125
13298,1874.4605712890625
13299,1908.8424072265625
13300,1876.2503662109375
13301,1702.5340576171875
13302,1784.6827392578125
13303,1781.271484375
13304,1764.6107177734375
13305,1734.9443359375
13306,1765.6536865234375
13307,1743.14013671875
13308,1575.8076171875
13309,1727.6212158203125
13310,1838.91845703125
13311,1856.6156005859375
13312,1854.7174072265625
13313,1946.1646728515625
13314,2051.686279296875
13315,1946.84228515625
13316,1623.3521728515625
13317,1470.8486328125
13318,1738.6939697265625
13319,1656.6068115234375
13320,1654.01904296875
13321,1664.2972412109375
13322,1686.4906005859375
13323,1692.6416015625
13324,1703.00634765625
13325,1701.71337890625
13326,1905.83447265625
13327,1862.1243896484375
13328,1748.5360107421875
13329,1361.2703857421875
13330,1015.6101684570312
13331,1261.5966796875
13332,1155.5291748046875
13333,1144.5760498046875
13334,1037.74609375
13335,1049.4620361328125
13336,1134.5650634765625
13337,1165.331787109375
13338,1221.7882080078125
13339,1173.1558837890625
13340,715.58642578125
13341,846.6422729492188
13342,935.8411254882812
13343,1047.0289306640625
13344,1048.621826171875
13345,1403.6868896484375
13346,1197.80712890625
13347,1064.385009765625
